date,time,x-edge-location,sc-bytes,c-ip,cs-method,cs\(Host),cs-uri-stem,sc-status,cs\(Referer),cs\(User-Agent),cs-uri-query,cs\(Cookie),x-edge-result-type,x-edge-request-id,x-host-header,cs-protocol,cs-bytes,time-taken,x-forwarded-for,ssl-protocol,ssl-cipher,x-edge-response-result-type,cs-protocol-version,fle-status,fle-encrypted-fields,c-port,time-to-first-byte,x-edge-detailed-result-type,sc-content-type,sc-content-len,sc-range-start,sc-range-end
2025-12-26,21:23:14,DXB52-P2,453,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/assets/index-CthBV_IJ.js,304,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Hit,h5AJzAd4x17xAc9tlNyaCtdvnk-9-mY7std4Cs025g2bhacDl24u-g\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,518,0.002,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/3.0,-,-,53336,0.002,Hit,-,-,-,-
2025-12-26,21:23:14,DXB52-P2,428,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/assets/finatrades-logo-Br7J-q2F.png,304,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Hit,NqPrU66Ycts6LhU_thRPlKL2A0m7IcJoFJBtkS3rO49zBnDaqzbCXw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,551,0.002,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/3.0,-,-,53336,0.002,Hit,-,-,-,-
2025-12-26,21:23:14,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/geo-restriction/check/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,opX-DtTUqcH4ZWhj3VlZTgyj8Qsn-MDrwbABK_mrg5a7fVn4Yj121A\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,435,0.257,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.256,Error,text/html,-,-,-
2025-12-26,21:23:14,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/fees/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,vcd-VmdNNizjHlR-yemUwe69d43KKaGHL_EJ-4P7WGQEmSrMNstFhA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,406,0.252,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.250,Error,text/html,-,-,-
2025-12-26,21:23:14,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,eb6TXCW954Hm-ISDp3xZ1nQ0e-nFTWD00NF8102tcyl-UjYDNJU7UA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,417,0.264,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.263,Error,text/html,-,-,-
2025-12-26,21:23:14,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/cms/pages/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,zw1v0ZBm0a8zCmSScCXRrZJvM1RYg3GicZbGN_mlu0YQTIvq5GAstg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,415,0.262,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.262,Error,text/html,-,-,-
2025-12-26,21:23:15,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,halJFdGDsEPTDFmpCEunbZbnMjct4U17oaT4tl67qzq0ExOreg_7Tg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,443,0.301,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.256,Error,text/html,-,-,-
2025-12-26,21:23:14,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/branding/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,iuARa0ML-klrYG9_UZ-dQp5B56qomZzRS9VsLZtEcmoHdanfUk6rcw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,413,0.251,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.251,Error,text/html,-,-,-
2025-12-26,21:23:15,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/platform-config/public/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,uPBrKSyEWchq0vVZYxPZfOc0YmMgWhBMEXr7AIlUSD0EcYDsmG2SGw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,437,0.441,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.440,Error,text/html,-,-,-
2025-12-26,21:23:21,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,-mPTUF1peIoN1LI-Cpooaue6iCz5bIPLGjPgJrQUvce26jsdcWogIg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,422,0.247,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.247,Error,text/html,-,-,-
2025-12-26,21:23:45,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,R53pk7lhYQtz1CO1KzaWEjLls0ogiBQl10CRfs8SnRbv5BY6nTHtrQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,417,0.272,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,53336,0.272,Error,text/html,-,-,-
2025-12-26,21:24:15,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,_p0UcI_MX6-PsjcU2xkFk8Xx8xItaRzKG27SJJ6NLZmGDfOyx94HQA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.280,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.280,Error,text/html,-,-,-
2025-12-26,21:40:21,DXB52-P2,1171,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,M18g8Lq5UlYvhfmjgqB_ie3BmMhRKFftPiXw_ws1Na10N7ra2fVYeQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.262,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.262,Error,text/html,-,-,-
2025-12-26,21:41:21,DXB52-P2,1170,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,U12PHAGCt67EsbPwDfe3M5muaNe6hLecM9cx1DsS2sDljehrlQo2Cg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.247,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.247,Error,text/html,-,-,-
2025-12-26,21:42:21,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,bZu5QUeD6DFo26auKOWhOXcxhLKvk4qCYYkK4vuqI0yRoZXlDmzxDw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.269,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.268,Error,text/html,-,-,-
2025-12-26,21:43:15,DXB52-P2,1172,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,Sus36PJaYKBaq1qiWpQ1AF0FzfNZyMb_MMYiDpYPKln0Vr8PNz1ZgA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,39,0.278,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.278,Error,text/html,-,-,-
2025-12-26,21:43:21,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,QpYFPSCASpMe37Y_68t3ZpGMoYhQbzRciKdp2W7ot4ptAWP3zADYQQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,417,0.250,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,65062,0.250,Error,text/html,-,-,-
2025-12-26,21:14:21,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,yFk70CQtIJws_MeclDKylVfFfWyBIwuNh-8KM5qcHpTCG2FJTWJ1rw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.252,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.251,Error,text/html,-,-,-
2025-12-26,21:14:51,DXB52-P2,1170,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,ehU51m1WHEui1ljIeHE5outcMSRudLltZiIGG76AZ1eChet91Q-K5Q\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.248,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.248,Error,text/html,-,-,-
2025-12-26,21:15:21,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,QLADaH4c4dHW8WPcbIF-W7naXKYnJz7PTZepmfTYmDZPug7AFPpXTQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.252,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.252,Error,text/html,-,-,-
2025-12-26,21:15:51,DXB52-P2,1172,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,z5eRRNNd1URy_mCGPa3isJDuW9V1E_MdLL9VVm7hffDtmfkwVoJ_gw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.243,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.242,Error,text/html,-,-,-
2025-12-26,21:16:21,DXB52-P2,1171,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,5LLxac6ys9nVpchGDK4lw6PkSd5zsvRDB2Elyauqhtn3qbamcOT98A\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.245,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.244,Error,text/html,-,-,-
2025-12-26,21:17:21,DXB52-P2,1171,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,Xk0Ky5grA97R_1pF3a2StV-y4tf2G4s3tR0qflz4WIoX86MB5pq8kQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.247,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.246,Error,text/html,-,-,-
2025-12-26,21:17:51,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,IzjKRE0CFWCUECEkpgCDWDcig4Twp2Zv6h7XD_P_PlG3JIBedJdvmQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,64,0.248,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.247,Error,text/html,-,-,-
2025-12-26,21:18:04,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,yPgbR_avlQVxTsqvCon3UtxSLEhr52pLm6mYu6SBLrI_9FRcg1u5hQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,422,0.266,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,55949,0.266,Error,text/html,-,-,-
2025-12-26,21:18:21,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,JVwXBa5Y5VY4tlsIuro8dJ7XiOqtOo7K4nAy_oMvsmJdD-DHe_wfZQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,422,0.242,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,55949,0.242,Error,text/html,-,-,-
2025-12-26,21:18:42,ORD56-P15,609,199.45.155.85,GET,dbkbtek9v7jgv.cloudfront.net,/,301,-,Mozilla/5.0%20\(compatible;%20CensysInspect/1.1;%20+https://about.censys.io/),-,-,Redirect,46QyxpevWrOAcUjsE3DlSiblgdHpPxi9DyTaOJ9_j9NAG0099GLwAw\=\=,dbkbtek9v7jgv.amplifyapp.com,http,174,0.000,-,-,-,Redirect,HTTP/1.1,-,-,36412,0.000,Redirect,text/html,167,-,-
2025-12-26,21:18:51,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,XEf4XAP1lkVqLJT7l2dyR0UmiTuNfbvab3HvvYtuwK7H_MLBOSZcDA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.243,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.243,Error,text/html,-,-,-
2025-12-26,21:19:21,DXB52-P2,1172,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,hyo4RhOwYlVHB-2OPUW2mIGS0DQ0GWdjAWCLb-yy-pU5tjuAYh2jUA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.267,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.267,Error,text/html,-,-,-
2025-12-26,21:10:21,DXB52-P2,1172,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,lsSKGEN3NDiX5BeO1ZBP1RdoLe_tb7G6nLb5wGBh74LlvVlfsQ9urQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.243,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.242,Error,text/html,-,-,-
2025-12-26,21:10:54,DXB52-P2,1171,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,8H3m1NqYw6n9X5yI7MF7f_4MuPglj-h2AevVU27auEp3VAi_GFLEaA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.247,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.247,Error,text/html,-,-,-
2025-12-26,21:11:11,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,q63OkCy76JkUuO7iA4p-KN5KbUO6GwZC_JTYwiMZs-9pp51StbJQpA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,422,0.246,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,63611,0.245,Error,text/html,-,-,-
2025-12-26,21:11:41,DXB52-P2,1174,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,xaFT8WA8xJOmC-ahvqjkCZ8a7nh5hjGjCfpNZubXnDmVogkFl-Wy5A\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.245,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.245,Error,text/html,-,-,-
2025-12-26,21:12:21,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,m2gyAVkJBqJZJ3EsJ8cZktW5HAk4wcy8puQA4yPmxWuWTwwLzzJVRw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.256,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.255,Error,text/html,-,-,-
2025-12-26,21:12:41,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,Vb9Zf_JCF9zoBUo0VYgHoUylCDh1PNgQQisFHJkBYkDCY9cr640_FA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,448,0.254,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,62748,0.253,Error,text/html,-,-,-
2025-12-26,21:12:47,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,hhqQujLo8kxkpUovWPDQpenzLMz4QKRFfWyHM5apRRdy_JG7kjep8w\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,422,0.244,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,62748,0.243,Error,text/html,-,-,-
2025-12-26,21:12:51,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/login/,404,-,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,JefapLvkCBlvp4qDVz3imkk1A_i1nvuWMvFDWRi3OL2V3zNYYz4j2Q\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,494,0.255,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,62748,0.253,Error,text/html,-,-,-
2025-12-26,21:12:51,DXB52-P2,453,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/assets/index-CthBV_IJ.js,304,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Hit,YYEJvUopnuGM4I0IXJIcrKVx2UtvJN59zkWpP-Vbej1RzCOSDOlWTA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,523,0.001,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/3.0,-,-,62748,0.001,Hit,-,-,-,-
