date,time,x-edge-location,sc-bytes,c-ip,cs-method,cs\(Host),cs-uri-stem,sc-status,cs\(Referer),cs\(User-Agent),cs-uri-query,cs\(Cookie),x-edge-result-type,x-edge-request-id,x-host-header,cs-protocol,cs-bytes,time-taken,x-forwarded-for,ssl-protocol,ssl-cipher,x-edge-response-result-type,cs-protocol-version,fle-status,fle-encrypted-fields,c-port,time-to-first-byte,x-edge-detailed-result-type,sc-content-type,sc-content-len,sc-range-start,sc-range-end
2025-12-26,20:47:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/branding/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,V0heblpTPr8SrBbQSDKGtz33IEFdL3yFbZJ52rAjBueJ7G8ykdgKfA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,413,0.248,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,59688,0.247,Error,text/html,-,-,-
2025-12-26,20:47:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/platform-config/public/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,_C8Qf3o4R1A07pEEHJ2lwHoPsmjkaXrCc22zFY6DXG5XehvpgdMjzg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,437,0.247,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,59688,0.247,Error,text/html,-,-,-
2025-12-26,20:48:08,DXB52-P2,1172,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,gnyfZ7ri6VD-6hoQawdLTArygnrCxz_QX5sl4gfjpTFHOk7RYpK7DA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,74,0.248,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.247,Error,text/html,-,-,-
2025-12-26,20:48:10,DXB52-P2,380,176.205.185.49,POST,dbkbtek9v7jgv.cloudfront.net,/api/auth/login,301,https://main.dbkbtek9v7jgv.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Miss,TT2g0KM8XvX7-uSLpovJAeQr1uqFLqzWeI_Fff4Hg0lIDDf0z8oPag\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,518,0.260,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,50758,0.260,Miss,-,0,-,-
2025-12-26,20:48:10,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/auth/login/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,pdGUPUtiOMyv_k1ay-l6Xflavb0EgNJgDGo37FKEzk4pI9BIgbTlPQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,421,0.445,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.444,Error,text/html,-,-,-
2025-12-26,20:47:55,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,VLePgv5H2TB5omAtcMrFZe9vr9I4OLKoLpKXfoAkfk_u-VRMmJSG3w\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.293,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,16582,0.293,Miss,-,0,-,-
2025-12-26,20:47:55,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,puOAxGobGwBco4h8GmhTF0D2xb51dB-ROuaIAh0KSZ4Tjc8vdcv4JA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.270,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,16582,0.270,Error,text/html,-,-,-
2025-12-26,20:47:25,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,CQxgNwYLOdooTd-oV34U8Au-1pa9ruvi4_H9RLjgh4Cxcyg9UqZ1_A\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.279,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,16582,0.279,Miss,-,0,-,-
2025-12-26,20:47:25,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,qNGxga9c_RuNgrcgqC3G59gNnTTO49fyuQmBgXkniPoakqysvkKmqg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.338,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,16582,0.338,Error,text/html,-,-,-
2025-12-26,20:48:25,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,ryKPGMdNeJCcODIx-Ilgz2BtQQdfJKFJ4bdJCaxgb4EFWjOITLz6CQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.279,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,16582,0.279,Miss,-,0,-,-
2025-12-26,20:48:25,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,V9wj8LvS88KwwtBtkfQaMC-xtaFisaYt8HRtEg_KXCgsBmiCViCk-g\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.275,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,16582,0.275,Error,text/html,-,-,-
2025-12-26,20:48:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/branding/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,3bltg0NW9gn0W2NiPTfh6mcao7jtUSmOs4n1Z2IyvfWe4eyBPfXNpA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,418,0.632,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.631,Error,text/html,-,-,-
2025-12-26,20:48:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,tKRlRgDVun275VSgQtNJXqRsPOn-7I3d91lXGqWF3620qKgJaDliWQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,422,0.243,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.243,Error,text/html,-,-,-
2025-12-26,20:48:37,DXB52-P2,371,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/login,301,-,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Miss,oS-qI4sGCbkNewNqfj2-n9Ld_nDZcDdwug4sJKqvLKN8RtI6AqMPog\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,493,0.254,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,50758,0.254,Miss,-,0,-,-
2025-12-26,20:48:37,DXB52-P2,452,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/assets/index-D9iXKJBg.css,304,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Hit,6YS930S2BYDpOKtFxct0aWugxzi1VxHR4o4D7vNN-7vCuNd1oCTWRQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,540,0.001,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/3.0,-,-,50758,0.001,Hit,-,-,-,-
2025-12-26,20:48:37,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/login/,404,-,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,K1jb-8oY_AgJgW2KOcAMcQBshlj2ZCkKghaq_YDhlw6ssjXYb4fD-Q\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,494,0.251,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.250,Error,text/html,-,-,-
2025-12-26,20:48:37,DXB52-P2,505,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/assets/index-CthBV_IJ.js,304,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Hit,nC6tPNhkba365K_9tva8koh9ZnutqZVxHli3XQMk9uKbvgToCdI8zQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,523,0.006,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/3.0,-,-,50758,0.003,Hit,-,-,-,-
2025-12-26,20:48:37,DXB52-P2,480,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/favicon.png,304,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Hit,HTK2cEfhX9mgBtVnSx5-qzqjrjaRKKsftfc4iC2dysG9e6Qej3Cjgg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,520,0.009,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/3.0,-,-,50758,0.009,Hit,-,-,-,-
2025-12-26,20:48:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/cms/pages/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,34x_GSTRik_Vbzhh-YBIy6tlSmDmO1U4FvUJnfZrnI8K9lSJ0t4EGA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,420,0.249,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.249,Error,text/html,-,-,-
2025-12-26,20:48:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/platform-config/public/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,6aedQK0DH3fO1hqB5HAyK3tZt219jKNNnG89ZNj-9Xb_ZYxcV0uL_Q\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,442,0.243,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.243,Error,text/html,-,-,-
2025-12-26,20:48:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/fees/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,yNVRHEQE7mTeEo1au8X6ufaE44DTcrEse62vpLZOSXmKGz1g9z4IHQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,411,0.239,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.239,Error,text/html,-,-,-
2025-12-26,20:48:38,DXB52-P2,1356,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,hjm9GIijbqm6HHrzARDUHsHlmzrxJdjs2T2zWIwfDCP698oCyQYdTA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,448,0.301,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,50758,0.250,Error,text/html,-,-,-
2025-12-26,20:48:29,DXB52-P2,452,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/assets/index-D9iXKJBg.css,304,https://main.dbkbtek9v7jgv.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Hit,s8InO_3c0XGZbRX6-6DEErOHYqbGFbyNAOHP_gi65WyOkNSfuPTFhw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,507,0.002,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/3.0,-,-,50758,0.002,Hit,-,-,-,-
2025-12-26,20:48:56,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,HXPnvuUGRdnA9GegUAXLwzyy7ItVBub4g1VoAMdgtuwbo_t12-Kc1Q\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.276,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,29803,0.276,Miss,-,0,-,-
2025-12-26,20:48:56,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,HfUrwvZtsoD2zr9CZQw5knaUCeSu3kzSq8tuuzJAr9AASGrmJZ7KWA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.273,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,29803,0.271,Error,text/html,-,-,-
2025-12-26,20:49:08,DXB52-P2,1172,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,uwU5xmPzLAZAcMytc0RAd6hJZC_-Oa7rargPOjUKqOKRjkLsq2ndJg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,75,0.248,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.248,Error,text/html,-,-,-
2025-12-26,20:49:26,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,7gzKzwWGbFB4yq5rMNkICuFkz6QMN5ViH507BgZgxTU9uMa09p2NWA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.294,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,29803,0.294,Miss,-,0,-,-
2025-12-26,20:49:26,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,oetsgxTMpt7Om6MA1afFFMXqlL6FNm2aKrtHrDOEmdBcmISIpJjaAQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.270,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,29803,0.269,Error,text/html,-,-,-
2025-12-26,20:49:38,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,nN_-qqKgVuRLW5dg1IxGndwM-3dV-z-O256RJVI_f6cwT4ZF6BE18w\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.243,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.243,Error,text/html,-,-,-
2025-12-26,20:49:56,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,0CHrh5UbTPa-ILbRVXh-qz83qBCPMLGqH-LKP3ekFmUfu6uDGrZeaw\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.272,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,29803,0.272,Miss,-,0,-,-
2025-12-26,20:49:57,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,NDGuYP5OEBfB1HpfrZ467IbC--3mb-AOXS9Xj906Yw-WBO9VaXui6A\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.282,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,29803,0.282,Error,text/html,-,-,-
2025-12-26,20:50:08,DXB52-P2,1171,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,xWyEH8GQ-xtyewdLQJqmPa7HEqtpg2ou_x_-3RdasbLgXeePJ9utaQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.252,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.252,Error,text/html,-,-,-
2025-12-26,20:50:26,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,TSAoxwP3JHzS4YS4HJawijF7OK9pODobtNmC7PaHwcAW-jxmEzxmtQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.284,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,29803,0.284,Miss,-,0,-,-
2025-12-26,20:50:26,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,32Z6NfcOUCuLYqeP3vsdxKcnkGc_O0g2D2cfzt7rUADDIIXcCYDJ5Q\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.289,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,29803,0.289,Error,text/html,-,-,-
2025-12-26,20:50:38,DXB52-P2,1172,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,sed5lJ0HuVR2MmYAdNe9DX6EtjQy6WE4Ot4nnIz8gNcGQZCF4CBaMA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.260,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.260,Error,text/html,-,-,-
2025-12-26,20:50:56,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,69o9sq4o3Gd__FIDP9EhTcnOBnlAjqeIfuy50YKI2GNZehDqE-exgA\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,320,0.286,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,29803,0.286,Miss,-,0,-,-
2025-12-26,20:50:56,CCU50-P4,1356,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Error,7tL2KNm-0TZq43KtXZdXkuKQ_vL8DMbDiLM5k2teDCZSa_6SmZb_wQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,322,0.270,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/3.0,-,-,29803,0.270,Error,text/html,-,-,-
2025-12-26,20:51:08,DXB52-P2,1173,176.205.185.49,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price/,404,https://main.dbkbtek9v7jgv.amplifyapp.com/login/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/143.0.0.0%20Safari/537.36%20Edg/143.0.0.0,-,-,Error,HpsxMTkn_izylTi1TMLIvsI5NkTomEVOZveLlXgHhAYlo3mv-yxTXg\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,38,0.240,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,55168,0.240,Error,text/html,-,-,-
2025-12-26,20:51:23,CCU50-P4,380,106.222.225.179,GET,dbkbtek9v7jgv.cloudfront.net,/api/gold-price,301,https://main.dbkbtek9v7jgv.amplifyapp.com/,Mozilla/5.0%20\(Macintosh;%20Intel%20Mac%20OS%20X%2010.15;%20rv:146.0)%20Gecko/20100101%20Firefox/146.0,-,-,Miss,dnRZz-ZtiHlc3rD9NzfxooHCrG6-tOGeTtQXpRszSIqPnrinK2eaNQ\=\=,main.dbkbtek9v7jgv.amplifyapp.com,https,346,0.277,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,29803,0.277,Miss,-,0,-,-
